rsrp,main_path_delay,strongest_angle
-70.0907,15.8151,65.1197
-64.2543,25.6083,41.7162
-62.8512,23.8279,34.8149
-75.4577,34.5761,40.8878
-66.1051,18.9270,53.3140
-77.9567,14.9735,56.3434
-68.4117,7.6119,45.2341
-71.4557,23.5533,48.2105
-67.2624,20.4373,47.9047
-79.2210,15.9255,36.4769
-80.7293,23.9413,55.7758
-65.0880,16.9938,39.6287
-73.5190,25.5645,50.2663
-56.0887,15.1521,42.7436
-80.0854,12.9138,43.4474
-72.6856,17.4359,29.6528
-68.4258,18.5807,54.1487
-65.5960,13.4413,48.9569
-74.7909,27.6625,44.7041
-74.0281,17.9673,29.9910
-59.8043,30.5968,27.7020
-72.0143,19.4480,39.0572
-60.2597,26.2372,42.5466
-53.4297,20.1639,42.5810
-67.7616,16.2698,59.5313
-65.0669,18.2253,43.1448
-77.2622,21.3125,32.0636
-69.9746,17.4140,50.6706
-61.6595,23.9347,43.7743
-75.6770,18.5017,44.8337
-66.0967,17.1591,35.3272
-68.6126,26.7940,63.7232
-63.6544,15.0487,59.0859
-76.7653,16.1471,49.2761
-81.0426,24.0084,44.4637
-66.8070,15.8829,53.4643
-65.8950,18.1834,54.4528
-91.2823,21.8116,43.9246
-76.3600,20.8860,49.9980
-75.8957,19.4024,44.5858
-66.8569,26.1339,40.3605
-59.4647,13.4789,48.0078
-83.7569,20.3589,52.2225
-53.8162,20.2468,37.5169
-61.7880,20.2058,45.9834
-62.6639,25.4638,27.6787
-69.5876,19.9180,34.3043
-82.9912,19.6658,40.3627
-75.7976,19.3132,41.4898
-69.8592,27.8840,44.6987
-54.9570,26.2205,54.6758
-75.8280,18.5328,35.8028
-66.6730,19.6647,49.4170
-67.5798,20.8392,41.4309
-77.7839,17.7916,52.1662
-71.3111,19.6999,53.6781
-66.0994,12.6260,44.1959
-76.9704,19.7291,48.9027
-65.9247,28.3189,39.9918
-72.3595,22.8701,54.6199
-78.2514,23.4336,51.6548
-71.2029,18.5945,52.3265
-66.5826,22.0035,37.6821
-83.7784,19.5300,42.2890
-66.3348,16.1774,51.3470
-66.7231,16.2994,54.4503
-72.7433,16.5177,47.5087
-70.1177,15.4747,51.2014
-70.0732,16.2089,27.4603
-66.5887,20.4951,46.1938
-58.9854,7.5469,57.6921
-59.0896,15.0996,55.1467
-76.4957,14.7875,43.9860
-55.3788,21.8083,45.4985
-62.9146,16.8875,59.9751
-57.4350,22.1461,37.1173
-61.4239,21.4735,51.4366
-60.9075,22.1822,35.9746
-58.0774,21.3964,48.2416
-65.0792,21.5587,52.4795
-68.4203,19.1121,39.4982
-74.0906,18.5592,54.8944
-72.6951,19.4446,43.9894
-65.7291,23.2449,64.7445
-81.1445,18.8603,50.7302
-83.4810,28.7067,43.8389
-76.3520,24.8538,23.0199
-68.3021,15.0425,44.8509
-67.0075,23.9627,49.1133
-53.3089,20.3099,41.5807
-60.1911,19.6735,49.1821
-101.4982,22.2662,44.2523
-73.4792,16.7183,54.0315
-86.3333,35.7458,56.5412
-67.0416,29.5019,47.7466
-77.1597,25.1354,28.6396
-65.1995,25.9905,50.3497
-81.6096,21.0256,43.7691
-75.9377,8.4401,33.1450
-74.0059,25.6278,72.5315
-63.1457,16.0587,40.7896
-61.3425,23.0690,48.9092
-68.0953,25.9965,67.3594
-69.9232,20.7939,50.0442
-73.6973,9.0369,49.9373
-75.8686,26.5830,46.8243
-58.0206,15.7122,56.3119
-83.0530,24.6883,42.6275
-62.5005,18.2094,51.8246
-65.9789,21.9158,49.4268
-56.5565,17.1935,59.0341
-72.8329,26.0347,68.3972
-76.3866,9.2198,46.6373
-75.5335,17.3676,41.7074
-74.2703,27.1550,56.2539
-60.7272,31.5607,37.2923
-89.9743,30.1177,47.5047
-70.4455,10.9854,31.4830
-64.4648,19.2843,23.4713
-77.5238,25.2457,57.7867
-68.2867,34.1700,55.2672
-55.5179,26.6665,53.3124
-80.7136,11.9982,37.5865
-67.9331,20.0054,48.7470
-70.1600,22.3888,54.8755
-69.9364,18.5601,18.7871
-63.0223,16.1333,35.9086
-63.0585,24.5922,51.7997
-62.3759,14.5297,42.7080
-74.4001,28.6492,53.6380
-71.9515,24.2073,48.7470
-70.9395,22.3344,53.5059
-71.1372,13.7476,48.5458
-72.1125,14.2732,37.3178
-71.9957,20.1358,50.6169
-71.6998,22.2495,41.2663
-65.6347,22.0154,50.6917
-58.5028,18.5858,29.0674
-70.6230,24.0472,45.2494
-67.4551,11.3867,36.6586
-65.6903,23.8889,37.4957
-67.0639,16.4450,33.4756
-69.4319,21.0852,48.9639
-64.1596,28.3856,54.4875
-72.8868,24.6984,30.3248
-69.1945,25.2674,51.7916
-63.3741,29.5502,37.5926
-63.6418,19.5333,56.1467
-69.0590,23.9104,60.4677
-64.9527,18.9509,41.3232
-75.5523,25.1906,58.1232
-71.9545,10.9532,38.6649
-66.5281,15.2661,25.4150
-73.5554,9.7991,48.2544
-73.2086,20.3013,57.9666
-77.2635,9.2605,44.7164
-66.2483,12.8523,41.3154
-72.7776,20.1391,38.8450
-48.6923,18.6878,46.8652
-73.8780,6.7845,58.8090
-95.2544,26.7841,31.7857
-80.8714,19.4555,66.9590
-67.4432,19.0437,37.3227
-64.7942,18.1495,52.1380
-85.7078,22.6422,48.1799
-80.8818,14.8368,43.5262
-73.8921,21.4501,30.6532
-77.0765,30.5700,36.5762
-73.4089,19.1146,42.2151
-60.3448,17.1391,53.5493
-76.8436,23.8654,42.8592
-71.3981,19.5569,50.5025
-79.5477,15.1477,65.3723
-65.9481,18.1956,51.4209
-70.4811,8.7430,46.6133
-70.9750,21.7457,37.2527
-71.7636,25.7106,43.4916
-73.4317,21.8253,41.0583
-61.4571,19.1275,48.6337
-75.6330,13.7610,52.1931
-67.9041,23.1872,52.3668
-81.7541,20.5989,24.9418
-65.8451,14.5719,49.6731
-64.1924,17.3027,44.7695
-60.2215,11.7305,51.4363
-69.0530,24.7407,28.4811
-69.9717,25.5210,58.5916
-76.1540,18.6023,63.4141
-81.3585,19.7713,46.7742
-68.6006,15.3288,54.6447
-62.8917,29.0807,37.0703
-73.8536,25.4830,63.1533
-70.0798,12.3599,42.8392
-62.2823,23.3905,56.1295
-54.6006,17.8434,35.9556
-79.6217,19.3861,55.1908
-56.1825,21.0939,45.1473
-71.0631,26.1319,37.3799
-70.8394,19.6130,44.7284
-55.5343,15.5401,69.5527
-75.2424,15.8976,38.3913
-64.8102,19.9296,56.2122
-76.5893,11.6339,41.2907
-67.7618,12.6512,43.9349
-65.7153,15.9667,36.7602
-78.7614,19.2827,49.5633
-48.0196,25.8261,32.3829
-82.2944,19.4486,60.7199
-64.7429,17.3634,55.0164
-58.9812,27.3087,34.3359
-66.5006,13.5941,36.9454
-80.2288,18.6902,30.6399
-63.8006,19.9384,36.3554
-66.1165,27.6537,48.4539
-74.6693,18.5807,43.9588
-75.6123,11.4414,41.2150
-60.0582,15.8638,25.6966
-70.7103,25.5140,27.7757
-68.4797,22.0572,50.3686
-65.5432,23.0407,29.1606
-65.0715,26.8876,42.7835
-67.0286,14.9279,58.0298
-74.9470,28.2474,41.2006
-64.5779,17.3329,63.7775
-85.7771,21.8466,24.2055
-79.6382,29.4600,54.0802
-86.0843,19.9698,38.8033
-65.4416,29.2520,51.5389
-66.5228,22.5402,34.0749
-64.3909,24.6055,38.8764
-75.1399,27.2499,47.0912
-79.0985,17.8796,40.4248
-70.5161,19.6364,42.5072
-56.6085,24.1614,59.8299
-83.5572,20.5557,56.7478
-64.1967,16.6033,37.4404
-62.3198,18.9374,51.4830
-68.7471,19.4118,46.2048
-76.6368,28.5059,50.4818
-58.8053,17.3540,39.5946
-72.5540,15.6920,51.7815
-64.2999,17.4343,41.8034
-66.9872,16.2371,40.9067
-57.5161,16.2671,39.8318
-49.9622,9.3681,33.1563
-55.6216,17.9523,49.9983
-53.0427,16.4148,39.0849
-66.7137,19.6209,39.7507
-71.0666,13.3594,49.6572
-63.3240,19.1927,42.7619
-65.6097,17.3088,41.9187
-70.5467,27.3601,44.5078
-70.9098,19.1793,41.1621
-77.7193,15.4044,53.6035
-74.5528,20.4618,40.2373
-80.6233,17.6762,58.9694
-73.3167,16.6181,40.7212
-72.6771,21.1425,40.8835
-70.7808,17.5454,48.5750
-67.5099,21.0584,51.3313
-70.7940,26.0647,49.6619
-58.0973,19.6014,47.7213
-75.4574,20.0781,53.1803
-72.9240,27.4609,45.2567
-57.3346,14.7560,42.2314
-73.9709,25.0532,51.4210
-70.6113,17.7210,44.7316
-64.2033,24.1787,44.4038
-73.5766,20.5103,46.2927
-67.9797,17.7325,62.4047
-75.0303,27.5624,58.9366
-62.4231,29.3703,50.5584
-72.5335,17.3846,38.2892
-63.3012,12.5970,30.7764
-57.7402,25.0644,49.1433
-62.6132,23.8715,43.1313
-81.7491,26.4154,49.4620
-81.0097,20.7115,40.3128
-70.9229,18.3601,50.5121
-71.6673,14.2252,51.7301
-66.1136,12.8711,49.0913
-62.8990,19.2375,46.8768
-76.1146,11.2496,50.2183
-70.7031,22.1480,42.6522
-72.0829,20.8115,44.3668
-63.0698,17.8806,30.5560
-68.8471,13.4840,19.6603
-78.7742,17.8071,37.0406
-82.2934,18.8768,57.1647
-63.3647,20.0412,54.2112
-73.5231,15.5900,51.7846
-78.6686,21.6701,44.7433
-72.9020,17.7097,56.3722
-82.7149,21.3450,42.1143
-75.9314,20.1947,48.1580
-70.4796,21.2252,59.1484
-74.8072,22.0897,27.6140
-66.3444,10.6653,51.3136
-73.8014,20.8207,30.4452
-69.8078,24.1201,51.1985
-70.1380,19.9676,56.4544
-64.1121,16.8762,39.2017
-75.4389,19.8218,33.3933
-87.2670,18.9085,47.5288
-68.5086,25.4250,32.0750
-74.1052,12.7879,47.4583
-70.8367,17.5959,45.4144
-75.6551,14.8899,60.8051
-63.5172,19.0792,29.5856
-71.7144,22.8713,46.6988
-61.9269,26.1344,44.1545
-73.7447,17.5280,40.8653
-62.7636,17.8793,28.1922
-66.2803,19.5053,40.3281
-85.7081,25.8503,51.9635
-79.0951,20.7589,34.1627
-80.8848,9.5065,52.7933
-62.9607,18.4508,44.4016
-55.9605,16.2230,33.1525
-68.9796,22.7475,42.0312
-81.4087,16.1639,51.8501
-64.2820,11.6466,32.7739
-77.8812,19.8728,67.0682
-72.2866,20.3105,37.0285
-49.3175,16.9904,39.8825
-68.7503,13.3782,53.0876
-70.0666,15.7864,39.0419
-85.1523,17.2222,22.2538
-73.6037,17.5221,39.1102
-74.6628,15.7901,57.3403
-58.4861,19.1522,56.4367
-72.4520,18.4878,36.7122
-64.4203,23.0903,32.0953
-68.7202,17.4149,35.9808
-70.2056,10.4058,40.6606
-54.8839,22.1784,33.6442
-65.5730,20.4431,41.7919
-74.6861,20.0034,39.0760
-71.3856,23.6975,53.1571
-80.3717,17.6581,61.0691
-55.6276,21.8488,61.0957
-60.3345,19.3401,25.0371
-70.4894,13.5891,46.3637
-56.0304,21.2435,37.1483
-79.3547,10.1852,25.9398
-56.9859,24.2798,43.6896
-71.2237,19.7402,44.8827
-58.8631,21.9506,25.1756
-61.5147,10.3509,40.9381
-81.0885,20.2018,32.4286
-81.0223,14.7673,53.1381
-71.4858,23.3359,58.6030
-68.0932,22.8505,35.3051
-70.6765,14.2558,50.5382
-62.7502,24.8292,44.7177
-62.8364,19.2733,39.3852
-65.9836,23.6298,67.0366
-64.1670,14.4953,35.2189
-80.4137,20.3869,34.0032
-59.1014,18.5425,51.4175
-68.7864,21.7191,34.6349
-70.2679,17.8632,43.9872
-69.0025,23.4074,40.3444
-63.4112,21.6462,61.3877
-96.5008,16.7866,57.5858
-90.1700,27.4232,45.8221
-86.3378,23.6280,34.4743
-77.3025,27.3232,41.1310
-77.6748,30.0398,54.2907
-72.6766,16.0526,42.9604
-57.3817,15.0875,32.2612
-59.8036,18.5894,46.0046
-65.8010,18.0496,20.7592
-71.6974,26.2052,66.7245
-70.9430,19.8566,58.6547
-65.2344,21.4771,25.2087
-73.3308,21.0738,29.8596
-72.9284,28.5426,42.4285
-81.4749,10.5645,44.8871
-74.6218,15.6574,47.2751
-67.7216,20.8729,48.5049
-79.8320,16.7975,41.7384
-70.4306,24.9479,37.7181
-76.2206,27.4369,46.5845
-81.1843,18.4451,32.6381
-79.0957,13.3287,37.0402
-53.5223,25.0524,58.8167
-61.2991,19.3256,49.0344
-69.1774,14.6596,33.3757
-62.7972,13.9080,47.0093
-64.7832,23.7637,48.6926
-79.6058,22.7020,43.6174
-77.8204,10.0562,49.5121
-82.4195,11.4634,62.4792
-79.6110,17.9001,45.7179
-69.4382,14.9035,37.9167
-63.5548,18.6061,44.7685
-87.3008,17.1315,53.5741
-75.8336,15.2423,48.7490
-65.2107,21.6687,39.3363
-64.0030,28.1448,56.6997
-82.5067,34.6475,31.7440
-79.8073,21.5220,44.0564
-67.1092,26.5582,54.3051
-77.1478,20.3603,55.1121
-61.5767,25.6223,53.1745
-64.3368,17.4324,31.8182
-66.6208,17.7299,57.4451
-76.9805,18.0941,40.7190
-62.2642,23.7572,45.2282
-67.6639,28.0738,27.3734
-64.0157,25.3999,57.1427
-63.5800,16.1304,39.6096
-64.7026,17.0535,43.0166
-82.0420,14.0378,48.4666
-73.4080,16.2063,43.1219
-67.5889,18.6938,46.7258
-69.2922,18.7425,44.8865
-77.0981,17.4920,26.6293
-79.3314,14.0647,41.0112
-60.9574,19.9548,46.5047
-77.5396,21.4356,61.9578
-70.6979,15.8763,33.3413
-67.8968,15.2935,52.1339
-78.0985,11.7194,49.7995
-80.3496,23.0307,55.3743
-74.7425,21.0415,58.9216
-73.7186,27.9923,41.7144
-77.5017,20.4877,47.2513
-60.9251,24.4321,48.6952
-64.7505,20.9044,52.9211
-74.1497,14.5937,47.0856
-48.4867,24.0384,37.9998
-58.8487,10.6776,42.4810
-66.8206,16.6338,39.0581
-71.3600,17.2875,37.1585
-78.6738,12.1997,35.3359
-70.8124,25.0319,38.3660
-79.6935,28.0272,33.5674
-69.2433,15.3181,37.8108
-66.9075,22.3058,57.7101
-64.6499,20.7702,51.2457
-78.2419,26.0526,50.3267
-66.0817,22.9925,30.2029
-79.0715,20.6614,46.4494
-65.3997,20.5329,43.1549
-59.9377,21.7479,52.4666
-60.4383,26.3198,48.1769
-64.1938,21.3300,55.7252
-51.7550,14.7755,37.4727
-57.3305,20.9307,40.7010
-75.5530,24.6871,50.6036
-53.9380,19.5440,54.0158
-56.7689,12.8304,34.4661
-67.8286,17.1372,40.7852
-75.2874,19.2604,35.9598
-80.2379,21.9259,46.2482
-62.1690,22.6097,49.2395
-63.9769,15.4257,40.0155
-67.8011,24.6744,51.4655
-71.6958,19.0686,47.4986
-79.2511,24.2428,52.7229
-62.5677,24.9672,54.9789
-85.0725,21.1264,30.7014
-77.6216,19.3360,56.8305
-67.3508,21.1572,62.8562
-68.0718,15.2514,31.0612
-76.9834,20.5595,29.5935
-66.4941,21.5445,37.7998
-69.1670,22.5824,38.6806
-64.1376,16.4164,50.8752
-58.3389,21.6103,32.2653
-69.2903,20.4053,36.3879
-80.0759,18.0919,53.6836
-63.4569,25.9994,44.5515
-54.2831,15.7692,49.4081
-71.9328,27.4570,45.3225
-78.2567,21.2092,33.7800
-76.9780,24.6318,44.7969
-63.1553,15.6318,57.9679
-71.4026,10.2132,36.0429
-81.1796,12.6809,50.1049
-67.0747,22.9541,37.6272
-65.7463,12.6596,40.1711
-71.2701,17.1484,46.0046
-70.1819,22.3556,48.0352
-62.3577,17.5988,51.5152
-67.7802,21.2154,46.3372
-87.2518,29.5874,35.8468
-76.3716,18.3885,31.9000
-56.0329,16.9015,38.1618
-76.6374,22.1852,58.9584
-67.8180,16.1290,58.2278
-67.7315,16.3879,44.2798
-68.9493,21.1854,45.0162
-69.8087,29.3140,73.3371
-68.6159,15.4139,34.4977
-63.4950,11.8797,43.1819
-66.8404,20.9084,40.9534
-55.2978,23.9813,40.2916
-63.7339,19.0803,39.8374
-73.2607,25.9126,39.4095
-70.5704,25.1002,48.0411
-68.0767,16.6735,68.3085
-63.4536,8.1573,58.0418
-80.2886,13.1398,38.0206
-59.9371,18.6379,47.1062
-83.3601,25.3775,42.3276
-80.3143,21.6241,49.8987
-69.3198,26.4571,50.8363
-57.9822,19.7261,46.0956
-63.0866,25.7932,41.6690
-54.9133,20.5768,45.0484
-66.4653,15.7214,28.5400
-53.5539,25.3213,35.7605
-68.9032,23.1176,40.1204
-58.5350,17.5274,54.9240
-75.0434,22.5359,60.4986
-66.2046,17.5596,47.2167
-64.2012,17.8597,41.0507
-55.9039,26.9848,38.3674
-80.5465,13.5829,33.8521
-72.2717,19.6214,31.1624
-68.7632,5.4840,46.3983
-57.1374,13.9245,16.2032
-68.6676,23.5034,40.9158
-68.1701,26.4554,61.8937
-65.2159,13.8200,46.6942
-78.0023,19.9222,42.5861
-74.5676,27.6558,42.7233
-81.8476,21.8977,51.8611
-69.5916,16.1257,40.6760
-74.7105,17.4766,37.9822
-71.7683,13.2210,47.4677
-76.2589,24.3855,48.8125
-57.9538,13.1786,59.1121
-70.9326,23.0945,53.8975
-62.3105,20.3079,49.5457
-70.7335,23.6382,36.0823
-66.7636,27.6970,65.0645
-61.4553,27.3068,50.2361
-61.5695,29.7252,44.4575
-82.7020,19.1484,46.8598
-76.5914,14.0107,40.0702
-79.8401,24.5633,62.0468
-64.5970,13.0271,47.0707
-76.8663,21.3987,36.7686
-62.1372,23.5116,41.7940
-65.9643,20.3160,62.2743
-85.2126,22.0645,57.4301
-72.9343,17.5045,46.7730
-77.3579,17.3171,34.7581
-71.4202,9.5401,38.9723
-65.5323,18.1073,40.8810
-62.8083,27.8890,37.6277
-60.3604,11.2475,36.5417
-65.7136,21.2884,46.1911
-63.0811,18.9864,52.6250
-73.9118,16.8626,26.2510
-64.5891,15.6609,55.0753
-61.9225,18.8890,45.8725
-68.4175,18.9748,30.4140
-58.4340,17.1609,50.2947
-67.6691,21.4483,47.1894
-62.7033,15.6463,54.9207
-68.6731,20.1961,40.8490
-70.3632,22.8958,33.2805
-83.7646,18.6261,52.0209
-72.3924,26.8559,57.9603
-58.7799,27.2615,47.6355
-65.4644,16.5895,18.1449
-66.7569,16.1413,42.9883
-89.8833,24.4877,42.9825
-74.7260,14.2254,36.8739
-76.7752,15.1448,30.8697
-71.6784,18.3093,53.5938
-84.0120,17.7709,36.0865
-67.2727,19.7381,53.4902
-55.2946,20.0053,50.3000
-75.9970,19.3658,45.2486
-52.8891,14.3022,43.6594
-69.8444,16.2284,48.5244
-69.8866,20.5977,37.7782
-64.1233,15.3477,41.2785
-63.2211,26.9894,37.4977
-65.0172,19.5733,55.4399
-69.1083,28.4853,60.3261
-77.7859,18.3661,37.4950
-70.6465,10.9137,28.2632
-61.8416,21.7037,52.5348
-77.2374,14.7445,43.0643
-58.9373,20.3770,46.8299
-60.5778,21.8984,46.8197
-66.5808,19.0466,60.7339
-70.8349,16.3974,51.8160
-62.4266,17.6412,52.2398
-61.3877,3.2414,27.7532
-66.7959,15.3472,61.8643
-67.4075,19.4920,45.6177
-73.0390,16.7906,46.2183
-61.9766,12.2646,47.4079
-73.5969,20.4304,37.4821
-68.8493,14.6391,44.7971
-72.0824,11.6737,49.1827
-92.4949,18.1216,30.0941
-67.9439,18.3198,53.1696
-71.6169,18.9352,56.2060
-73.7186,19.8515,59.2626
-64.7048,29.9144,49.5906
-74.2371,25.3703,54.2234
-72.1850,22.7005,44.1758
-66.0154,20.1631,43.7009
-56.4898,22.2811,31.6948
-68.3327,18.5042,48.1302
-68.0806,21.8312,28.0160
-82.5433,27.0030,44.7336
-59.2952,22.6380,39.6690
-83.5082,22.5597,50.1730
-55.9906,18.9874,45.7613
-84.4645,16.9657,47.4594
-72.8064,15.6302,59.1775
-57.1786,14.6593,45.9892
-73.4280,27.4241,47.3745
-65.2217,15.3248,58.2750
-72.3916,29.3146,55.9246
-75.2077,22.6346,47.4342
-71.7704,23.7494,44.7453
-69.7750,16.8423,37.5559
-69.3871,20.8934,55.7587
-80.8366,20.5624,60.9388
-75.4243,14.7827,35.7342
-63.6683,13.6692,45.1950
-75.3535,17.1226,41.9370
-72.9965,18.1622,44.4604
-67.8484,17.7324,49.7061
-73.8368,17.7295,45.4186
-83.7298,15.8952,38.3201
-78.1824,18.8422,37.6676
-77.2897,25.0800,65.8246
-62.0485,21.4905,56.2398
-67.4865,18.6966,46.1151
-72.6869,8.9759,36.5863
-76.6321,22.4180,40.1898
-84.3980,19.8571,47.8668
-63.8456,21.8215,68.9059
-76.9392,26.5858,54.2102
-75.0830,19.3595,37.5387
-70.9913,17.7847,40.5513
-70.0419,14.8210,56.2454
-62.9751,16.5236,53.6269
-78.4112,11.0799,48.1489
-65.6276,16.3033,50.2619
-54.3161,35.0619,36.2706
-67.3868,13.8572,73.3149
-73.4867,24.3000,45.9446
-78.4565,18.9658,31.4637
-75.1196,18.6594,47.2495
-88.1738,19.6720,70.5300
-77.6139,21.6293,40.7685
-92.5777,15.0229,38.1652
-63.2241,19.8246,42.7969
-64.6142,20.6457,43.3506
-64.6543,13.1188,42.9376
-59.9734,9.2994,37.0935
-68.7495,21.1456,41.6367
-66.5606,15.5673,54.7945
-68.4424,29.0759,53.4660
-65.5873,27.0805,36.9677
-72.3458,11.2490,53.7049
-56.7667,17.5726,32.8285
-61.0013,16.3135,39.9558
-57.6840,18.2063,43.1355
-57.1052,22.9544,34.3597
-57.9576,11.2932,55.0749
-66.0785,17.3830,37.2110
-78.8992,28.6450,46.2443
-75.0450,22.8696,57.0461
-67.4492,23.4849,54.5401
-69.5300,21.5830,43.8462
-77.9388,13.6649,49.5062
-75.6672,19.8947,42.5228
-62.2377,21.3998,48.0647
-72.2921,19.3100,41.6010
-68.0032,11.3795,44.8025
-67.0595,21.9663,34.2251
-73.3689,18.0961,39.6003
-79.7349,14.5678,45.0909
-66.9161,20.7400,36.2852
-66.9201,19.0060,40.0447
-77.4023,17.4532,52.1698
-71.4718,19.3843,34.9897
-47.6766,8.6753,24.7209
-74.1987,20.9971,62.7353
-65.8898,21.5041,54.1964
-69.2394,10.2245,47.5484
-68.2616,30.8483,37.7904
-59.9410,13.1991,60.3278
-68.9393,24.1849,52.0381
-64.5775,20.4877,38.4402
-71.2775,16.1728,43.8730
-82.8709,20.8612,54.7728
-60.3847,26.5691,46.5248
-71.2332,18.7238,48.9236
-64.2631,21.6907,31.5458
-58.9756,22.3874,54.9069
-69.5846,18.6950,64.3755
-78.5587,11.5593,64.9580
-68.0768,17.8582,39.1496
-86.0486,29.3364,52.0563
-65.9201,24.1234,35.8533
-66.3328,25.4286,22.9508
-65.2323,23.7354,46.0148
-77.0845,19.1722,40.4181
-67.0973,17.3395,52.6442
-74.1467,17.4008,56.6853
-71.2859,22.6581,32.0259
-57.8330,12.7391,45.9693
-71.7964,16.1847,42.2561
-60.1190,28.6947,42.6336
-72.8597,10.6103,62.1512
-78.5286,15.4504,46.0481
-64.1276,27.6163,66.7461
-63.9693,17.5992,38.4320
-71.4280,24.0222,54.5489
-65.0646,10.5278,39.3383
-58.3465,17.3346,44.1966
-48.1856,19.6303,59.2343
-55.2903,23.7909,40.6509
-88.2402,15.7053,51.4331
-65.2643,25.8614,33.9414
-68.4044,9.7495,36.1719
-65.7656,9.0888,53.1671
-55.3549,12.8196,42.4113
-56.2522,22.5032,48.9734
-69.1399,13.1410,43.6316
-59.7067,20.4349,52.2169
-72.8940,15.6428,40.6878
-78.4243,13.1885,44.8010
-71.8302,15.2980,51.9607
-77.4527,22.1279,49.9838
-56.6723,21.7103,52.8959
-69.4023,12.9641,53.5572
-56.5649,19.3786,65.9378
-62.6091,30.0049,43.1881
-77.0774,20.2799,37.7376
-68.4124,18.7918,46.6451
-70.7204,15.1287,39.7059
-59.8470,19.6825,31.5917
-86.1344,18.3879,47.7880
-79.4417,11.0634,50.6082
-44.4471,24.3600,35.0339
-70.9412,19.4058,32.2822
-81.2332,19.2862,52.9016
-67.9770,16.5835,50.0942
-65.8299,15.0866,32.8217
-64.8386,25.6811,49.0541
-60.5662,27.3350,29.7165
-66.1710,26.5798,56.3358
-58.5822,17.0621,51.8173
-63.7898,17.0091,46.9068
-80.6537,15.7558,48.2757
-61.5887,19.9960,60.3410
-58.0854,15.0858,43.9862
-74.0276,24.1163,52.1815
-76.3497,24.6204,31.7934
-60.5772,7.8041,43.2088
-75.6634,23.3796,47.5255
-87.5322,13.2730,39.1285
-60.5298,28.1563,51.8201
-58.6164,16.2345,49.1661
-68.9841,14.6010,41.4961
-72.8548,22.2804,49.9539
-74.3875,17.3406,25.9937
-65.9575,19.4829,44.7101
-65.6336,17.5231,35.3617
-74.8164,18.2817,47.1764
-74.8467,17.7962,31.7041
-73.2607,11.2647,38.3923
-65.6803,20.8570,43.4381
-71.7965,24.5014,33.2157
-66.4621,16.4177,47.7824
-71.2167,17.2839,48.1231
-75.1697,13.9353,40.1698
-80.0376,20.7258,38.9210
-80.1110,21.8214,49.0181
-71.4763,18.5386,54.1330
-72.1693,21.2903,33.6501
-65.5393,19.2853,50.1824
-72.1850,16.2351,32.9799
-71.6504,17.7030,32.0280
-59.9928,25.1281,24.6537
-87.1118,12.4020,46.5654
-48.5623,14.0908,41.8276
-59.3367,17.5234,56.1588
-62.5269,19.8539,53.8206
-62.5127,12.9856,43.2541
-75.0330,20.1483,32.8629
-77.9717,20.2789,44.9269
-58.9153,21.0521,59.3235
-59.5171,25.6892,9.6517
-76.1839,22.3173,31.7682
-74.2231,23.3429,45.4754
-72.7910,28.6623,40.7789
-61.1094,19.7516,45.9916
-72.8683,15.7970,42.7839
-80.9254,23.0557,46.1307
-73.5207,23.9721,34.5777
-85.7409,22.1072,31.2256
-81.1624,20.8148,54.6631
-76.2286,15.5390,60.0626
-81.2999,24.2397,49.2985
-75.8059,19.3180,36.4004
-75.3289,19.2361,37.9309
-83.1806,23.5618,38.9568
-63.6272,19.2302,73.1279
-65.5353,13.2683,31.2784
-77.1710,17.8571,28.4741
-79.0081,20.0756,29.3695
-70.7997,21.1650,34.9512
-65.1683,20.4253,55.9334
-64.6823,18.9369,43.4247
-66.3055,21.8888,28.0720
-62.5877,17.1952,56.3403
-68.5669,16.7521,44.9978
-58.4762,16.2521,27.9042
-72.0455,26.2969,60.8816
-61.7381,9.3987,42.6287
-73.8246,19.1177,34.0506
-72.2002,14.0795,68.2010
-69.5206,17.4124,32.6048
-62.3369,22.9174,56.6198
-67.2270,17.6576,37.7209
-76.1149,17.9746,51.8530
-74.4129,21.4213,52.5294
-73.6326,24.8924,49.2028
-66.9348,19.8703,46.7342
-76.8833,15.8076,47.5026
-62.8450,18.8476,50.0214
-71.8470,16.0859,45.1250
-66.9259,16.5562,39.0601
-73.9613,20.9152,30.2499
-67.8055,21.3079,47.0536
-74.4975,21.3998,33.9671
-76.0897,23.9952,31.7137
-75.1562,17.1112,51.4959
-81.5207,17.0551,34.1463
-56.7512,18.6181,39.8065
-69.0903,24.3201,24.2704
-78.6474,21.0918,38.7018
-81.5393,16.4553,46.5661
-67.3945,29.8004,28.6081
-81.8486,13.9610,54.7292
-77.1675,12.4056,53.1236
-75.9207,25.5765,47.1467
-75.2948,24.4691,53.1588
-57.9844,17.9319,41.8148
-58.2232,25.5577,47.5717
-76.8001,14.7637,30.6897
-77.9261,18.9661,33.0819
-64.2346,7.1072,36.9876
-75.4415,23.0436,50.2267
-79.8460,21.1437,34.5559
-67.6685,13.9010,46.2808
-58.2516,30.2010,55.8671
-78.2526,17.4050,35.6680
-74.8814,11.2609,38.6966
-61.0577,31.1718,49.3468
-68.3741,23.3650,29.1945
-76.7660,24.0259,42.6695
-72.9446,24.2711,25.9325
-60.6621,15.9395,50.6334
-69.9948,23.6423,54.9234
-78.0956,24.1867,50.0646
